,Unnamed: 0,created_at,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,retweeted_id,retweeted_screen_name,user_mentions_screen_name,user_mentions_id,tweet,user_id,screen_name,followers_count,sentiment
10,10,2019-03-30 20:15:02,1112085847082450944,0,0.0,0.0,900514916397965312,RunTheJewrls,RunTheJewrls,900514916397965312,shout two members avengers n't tony,164044096,davisxgilmore,365,Neutral
11,11,2019-03-30 20:15:04,1112085855542407170,0,0.0,0.0,1006575228108005377,keroqi,keroqi,1006575228108005377,avengers end game \ \ \ ＼ ＼ ＼ ＼ \ \ …,1078024714361208833,fairveronas,70,Neutral
12,12,2019-03-30 20:15:04,1112085856343359488,0,0.0,0.0,0,0,0,0,avengers endgame comes days bihday ’ l comes th please send a…,1048606472165179393,TaureanTitties,1442,Negative
13,13,2019-03-30 20:15:04,1112085858386104321,0,0.0,0.0,393852070,Avengers,Avengers,393852070,'s look new international posters marvel studios ' avengersendgame,1081707157572251649,WinterAzaleas,0,Negative
14,14,2019-03-30 20:15:07,1112085869962366977,0,0.0,0.0,853551723541090304,sayelilb,sayelilb,853551723541090304,fuck yal talkin bout new avengers come next month🔥🔥,1041343082749288453,sayewoog,41,Neutral
15,15,2019-03-30 20:15:08,1112085875482083333,0,0.0,0.0,0,0,Marvel,15687962,let 's play game name ways think avengers could kiledefeated th…,1053698975998660609,thezchronicle,43,Neutral
16,16,2019-03-30 20:15:10,1112085881131663360,0,0.0,0.0,22637974,barstoolsports,barstoolsports,22637974,everyone wants antman analy penetrate thanos 'avengers endgame ',754559478704603136,briceisbasura,58,Negative
17,17,2019-03-30 20:15:11,1112085887167414276,0,0.0,0.0,0,0,0,0,omg avengers endgame leaked watch avengers endgame marvel movies movie…,3970818015,vublrofficial,42,Positive
18,18,2019-03-30 20:15:13,1112085893945405441,0,0.0,0.0,15227698,conorsmith,conorsmith,15227698,black white posters avengers n't succumb recession,146151930,themaholupper,1808,Neutral
19,19,2019-03-30 20:15:16,1112085906066939908,0,0.0,0.0,0,0,0,0,’ watching avengers infinity war second time approximately x disgusted ⭐️ lord first time,3558931,loganpass,373,Positive
20,20,2019-03-30 20:15:16,1112085907157516288,0,0.0,0.0,0,0,0,0,new avengers endgame posters confirm valkyrie 's presence film movies news,936352804695707648,TrendingAtoZ,155,Negative
21,21,2019-03-30 20:15:20,1112085924664541186,0,0.0,0.0,393852070,Avengers,Avengers,393852070,“ fight lives ” marvel studios ’ avengersendgame theaters april,3199895164,_khbwww,1621,Negative
22,22,2019-03-30 20:15:24,1112085939378184192,0,0.0,0.0,0,0,0,0,still ca n't disbelieve audacity translate endgame 'avengers game ',410865208,hopelessrdj,6097,Negative
23,23,2019-03-30 20:15:25,1112085944130248705,0,0.0,0.0,0,0,0,0,merchoid put avengers quantum tech hodies preorder anyone interested,265554642,TheLordJalapeno,1087,Neutral
24,24,2019-03-30 20:15:26,1112085947263406080,0,0.0,0.0,0,0,BlackGryph0n,251683490,ooh yeah 's awesome ❤️,534139045,madorkind,300,Negative
25,25,2019-03-30 20:15:27,1112085953466769408,0,0.0,0.0,906094669,IEarths,IEarths,906094669,hot toys avengers endgame iron man unveiled avengers avengersendgame ironman marvel,731836444306739200,tmg83421,284,Negative
26,26,2019-03-30 20:15:30,1112085967110840320,0,0.0,0.0,393852070,Avengers,Avengers,393852070,'s look new international posters marvel studios ' avengersendgame,92312217,C_ArredondoG,246,Negative
27,27,2019-03-30 20:15:31,1112085970034348032,0,0.0,0.0,3290091088,donewitheworld,donewitheworld,3290091088,y'all remember guy avengers impression sound real omg,4624704437,benedivt,2407,Negative
28,28,2019-03-30 20:15:32,1112085975772086273,0,0.0,0.0,0,0,0,0,ultron avengers ageofultron marvel,194322945,Lincoln357,80,Neutral
29,29,2019-03-30 20:15:32,1112085974987603968,0,0.0,0.0,0,0,0,0,avengers endgame made chris evans choke three times,182448748,ScriptFeed,2959,Negative
30,30,2019-03-30 20:15:33,1112085977202417665,0,0.0,0.0,0,0,0,0,april blessed🔥 got avengers simi 's album omocharliechampagneapril mom 's bihday💃💃,741068686962905088,ifannnny,1160,Negative
31,31,2019-03-30 20:15:33,1112085978171228162,0,0.0,0.0,393852070,Avengers,Avengers,393852070,“ ’ endgame ” watch brand new featurete marvel studios ’ avengersendgame theaters one month…,3369151,ocram,156742,Negative
32,32,2019-03-30 20:15:34,1112085982814367749,BIGNEECHl,1.1120699489171046e+18,33232411.0,0,0,BIGNEECHl,33232411,let ’ go planet fitness avengers super sayian waiting,1087023728121339910,TaoufikMohamme4,3,Neutral
33,33,2019-03-30 20:15:36,1112085989995044864,0,0.0,0.0,585112997,TheLoganTrent,TheLoganTrent,585112997,avengers theme song ’ wilie nelson snoop dog seth rogen rihana joining forces,1312522764,EyebrowCastle,254,Negative
34,34,2019-03-30 20:15:36,1112085992452710400,0,0.0,0.0,62778921,chancil,chancil,62778921,found old unfinished doodles wanted make characters avengers infinity war wearing costumized traditi…,4221602898,_ayuul,23,Negative
35,35,2019-03-30 20:15:51,1112086052267872261,GamoraOTG,1.112038496087302e+18,9.707313870273824e+17,0,0,0,0,captain marvel avengers iron man captain america first avenger incredible hulk thor iron man,970731387027382273,GamoraOTG,287,Negative
36,36,2019-03-30 20:15:51,1112086053706436609,0,0.0,0.0,393852070,Avengers,Avengers,393852070,'s look new international posters marvel studios ' avengersendgame,2738010068,EnuffAss,7616,Negative
37,37,2019-03-30 20:15:52,1112086058890641408,0,0.0,0.0,1453449222,iamgeekingout,iamgeekingout,1453449222,swear teamup avengers endgame else ’ gona sue,1003341139854970887,ClairCantTakeIt,119,Positive
38,38,2019-03-30 20:15:54,1112086065349906432,0,0.0,0.0,2896294831,ComicBookNOW,ComicBookNOW,2896294831,thanos ' new look weapon ‘ avengers endgame ' revealed detail hot toys,171878771,AnnaTheSheElf,1983,Negative
39,39,2019-03-30 20:15:54,1112086068545970178,0,0.0,0.0,3141969958,little_titty_99,little_titty_99,3141969958,imagine gorkhali solders joined avengers 🇳🇵🇳🇵🇳🇵 ’ know ones really thought reping m…,932255204489117697,thisweekinnepal,584,Neutral
40,40,2019-03-30 20:15:57,1112086079509794816,0,0.0,0.0,393852070,Avengers,Avengers,393852070,whatever takes watch brand new trailer marvel studios ’ avengersendgame theaters april,2634895798,minsjguk,2777,Negative
41,41,2019-03-30 20:15:59,1112086088150065154,QuincyWard15,1.1120857620303584e+18,1.105100693147394e+18,0,0,QuincyWard15,1105100693147394048,fuck avengers,852572866512027650,MTV_iwan,711,Neutral
42,42,2019-03-30 20:16:00,1112086089743908864,0,0.0,0.0,1048606472165179393,TaureanTitties,TaureanTitties,1048606472165179393,avengers endgame comes days bihday ’ l comes th please send arcli…,91183410,VirgoJ24,3263,Negative
43,43,2019-03-30 20:16:03,1112086105422221313,0,0.0,0.0,393852070,Avengers,Avengers,393852070,today chance take back whatever takes marvel studios ’ avengersendgame theaters april ht…,3247409678,_luisgarcia___,168,Neutral
44,44,2019-03-30 20:16:10,1112086134060998664,0,0.0,0.0,0,0,0,0,avengers endgame minutes piss soda cup watch whole thing whatever takes,932389689914470401,CyTheFox,876,Negative
45,45,2019-03-30 20:16:18,1112086167799902209,0,0.0,0.0,14973377,BrianLynch,BrianLynch,14973377,found ’ going avengers movie summer psyched,48739848,ChrisSykes108,418,Neutral
46,46,2019-03-30 20:16:23,1112086188519763968,0,0.0,0.0,0,0,Marvel,15687962,let 's play game name ways think avengers could kiledefeated th…,1053698975998660609,thezchronicle,43,Neutral
47,47,2019-03-30 20:16:27,1112086205221556225,0,0.0,0.0,0,0,0,0,definitely would watched multiple times 😭🤦🏻‍♀️,90909437,_OddGeek,542,Negative
48,48,2019-03-30 20:16:32,1112086225777762305,0,0.0,0.0,2312762059,_CooAssMeechie,_CooAssMeechie,2312762059,avengers vs xmen movie would terrible cause know casuals would get crying aveng…,1424151648,ZayzWorld,313,Positive
49,49,2019-03-30 20:16:35,1112086239417634816,0,0.0,0.0,0,0,0,0,'m unsurprised probably gona beat titanic overall box office,1030962080730505217,HammadDCFan,7,Neutral
50,50,2019-03-30 20:16:36,1112086242005602305,0,0.0,0.0,15227698,conorsmith,conorsmith,15227698,black white posters avengers n't succumb recession,357479717,NioclasN,3300,Neutral
51,51,2019-03-30 20:16:37,1112086245981732864,0,0.0,0.0,0,0,0,0,avengers endgame marvel legends pack hawkeye amp black widow hand ebay ⏰ ends h 💲 last price usd …,850076592223244288,bpdmarvel,5367,Negative
52,52,2019-03-30 20:16:40,1112086260317933568,0,0.0,0.0,3263526110,urvong,urvong,3263526110,found spongebob avengers trailer youtube,913931636516978688,its_delilaah,243,Neutral
53,53,2019-03-30 20:16:40,1112086260871393280,0,0.0,0.0,0,0,0,0,tony says “ better clench legolas ” avengers read first lotr book,880454917,ptxdwts,646,Neutral
54,54,2019-03-30 20:16:42,1112086269281124357,0,0.0,0.0,166804621,WhoDat_Joness,WhoDat_Joness,166804621,’ leaving theater watching avengers endgame,496387884,tylergiuliani,1092,Neutral
55,55,2019-03-30 20:16:45,1112086278693154816,0,0.0,0.0,0,0,0,0,dream went see avengers endgame cinema last night ended cliffhanger everyone who…,976252520258555905,JamesWatt173,26,Neutral
56,56,2019-03-30 20:16:45,1112086279200620544,0,0.0,0.0,0,0,0,0,,886915281897095168,mainstmagic,1170,Neutral
57,57,2019-03-30 20:16:47,1112086288331694083,0,0.0,0.0,393852070,Avengers,Avengers,393852070,'s look new international posters marvel studios ' avengersendgame,718123497755709441,fangirlx_s,579,Negative
58,58,2019-03-30 20:16:50,1112086303452119045,0,0.0,0.0,775421404271476736,lgbtcarol,lgbtcarol,775421404271476736,carol ’ ship takes avengers space endgame,926922283133829121,gnotegaynote,309,Neutral
59,59,2019-03-30 20:16:52,1112086309647142913,0,0.0,0.0,2312762059,_CooAssMeechie,_CooAssMeechie,2312762059,avengers vs xmen movie would terrible cause know casuals would get crying aveng…,225509593,KushHaydn,690,Positive
60,60,2019-03-30 20:16:52,1112086310645309440,0,0.0,0.0,1453449222,iamgeekingout,iamgeekingout,1453449222,swear teamup avengers endgame else ’ gona sue,1105726449980448769,ActualLethallan,18,Positive
61,61,2019-03-30 20:16:53,1112086315183624194,0,0.0,0.0,992768997950148608,starksplanet,starksplanet,992768997950148608,avengers tony stark wade wilson team beat strker mcu spideypol shippers,1007003769790455808,captaincmoore1,60,Neutral
62,62,2019-03-30 20:16:57,1112086330400534528,0,0.0,0.0,393852070,Avengers,Avengers,393852070,“ fight lives ” marvel studios ’ avengersendgame theaters april,718123497755709441,fangirlx_s,579,Negative
63,63,2019-03-30 20:16:57,1112086331264565248,0,0.0,0.0,393852070,Avengers,Avengers,393852070,'s look new international posters marvel studios ' avengersendgame,1559180084,ChrisMartinSTL,81,Negative
64,64,2019-03-30 20:17:06,1112086366677024774,0,0.0,0.0,209297840,Lucasaymar,Lucasaymar,209297840,marvel “ avengers ambitious crossover ever ”,117108819,maxi115ar,603,Neutral
65,65,2019-03-30 20:17:07,1112086371173392384,0,0.0,0.0,393852070,Avengers,Avengers,393852070,one month marvel studios ' avengersendgame,718123497755709441,fangirlx_s,579,Neutral
66,66,2019-03-30 20:17:14,1112086402836164610,0,0.0,0.0,265554642,TheLordJalapeno,TheLordJalapeno,265554642,merchoid put avengers quantum tech hodies preorder anyone interested,161948948,KANE_4_LIFE,2690,Neutral
67,67,2019-03-30 20:17:14,1112086403171733506,0,0.0,0.0,393852070,Avengers,Avengers,393852070,“ ’ endgame ” watch brand new featurete marvel studios ’ avengersendgame theaters one month…,718123497755709441,fangirlx_s,579,Negative
68,68,2019-03-30 20:17:17,1112086413158346752,0,0.0,0.0,3290091088,donewitheworld,donewitheworld,3290091088,y'all remember guy avengers impression sound real omg,1099295327163740165,BlackVKM,105,Negative
69,69,2019-03-30 20:17:19,1112086424382263296,0,0.0,0.0,979892736139685888,infinitespider,infinitespider,979892736139685888,countdown avengers endgame favorite scenesmoments every mcu movie thread 🌌🌌🌌,990021523472830464,jakelyn_meza,73,Neutral
70,70,2019-03-30 20:17:21,1112086432254959617,0,0.0,0.0,1032743327060434944,sapphostark,sapphostark,1032743327060434944,entering movie theater see avengers endgame,3402102803,xibubs,135,Positive
71,71,2019-03-30 20:17:23,1112086440203051009,0,0.0,0.0,950632407530577920,WatchmenID,WatchmenID,950632407530577920,avengers endgame newest tv spot,501106788,magumilar,355,Negative
72,72,2019-03-30 20:17:38,1112086503029538816,0,0.0,0.0,0,0,0,0,gone real hu realize scarlet witch mutant stay_in_place favs,1424151648,ZayzWorld,313,Positive
73,73,2019-03-30 20:17:41,1112086513724973057,0,0.0,0.0,0,0,0,0,funko pop avengers endgame playhouseth today 👆🏻 avengersendgame…,2599494163,playhouseth,2821,Neutral
74,74,2019-03-30 20:17:46,1112086538278617088,0,0.0,0.0,353011982,cevansdoritos,cevansdoritos,353011982,ngl steve ’ face came shadows sync avengers theme think peed lil,754274487487586305,deathcoma_,1081,Negative
75,75,2019-03-30 20:17:47,1112086542149971971,0,0.0,0.0,0,0,KirkDeveyck,87220411,day posting picture everyday avengersendgame,943069860996747264,Jermy10657614,9,Negative
76,76,2019-03-30 20:17:51,1112086557467525120,0,0.0,0.0,187330176,publicradionerd,publicradionerd,187330176,“ man industry supoed demanded money finding cameraman avengers…,21562665,EmteePlays,1496,Negative
77,77,2019-03-30 20:17:52,1112086561552781312,ChrisHewitt,1.112086550152659e+18,20599792.0,0,0,0,0,oh watch avengers infinity war something,20599792,ChrisHewitt,41066,Negative
78,78,2019-03-30 20:17:52,1112086562773389314,0,0.0,0.0,700706923541204992,marvel_shots,marvel_shots,700706923541204992,« avengers » cap movie capbucky centric tony « antagonist » avengers movie teamup agai…,26656950,sprinx148,0,Positive
79,79,2019-03-30 20:17:53,1112086564165705728,0,0.0,0.0,0,0,Forbes,91478624,'avengers ' box office 'endgame ' much likely open much bigger 'infinity war ' via,935380480857227265,ArnabCh26043226,48,Neutral
80,80,2019-03-30 20:17:58,1112086586559221761,0,0.0,0.0,393852070,Avengers,Avengers,393852070,'s look new international posters marvel studios ' avengersendgame,794100010141057024,tresamigospod,1799,Negative
81,81,2019-03-30 20:17:59,1112086590153805828,0,0.0,0.0,545421356,TheDoubleV2,TheDoubleV2,545421356,final battle avengers endgame leaked 👀😳😳😳,1236926587,5ces_,8337,Neutral
82,82,2019-03-30 20:17:59,1112086590673829890,0,0.0,0.0,1467943638,KakaxeRataque,KakaxeRataque,1467943638,people move bananas,1028581292043120642,PedroMaiolino,8,Negative
83,83,2019-03-30 20:18:03,1112086606838681602,0,0.0,0.0,15227698,conorsmith,conorsmith,15227698,black white posters avengers n't succumb recession,193753,damienmulley,16955,Neutral
84,84,2019-03-30 20:18:05,1112086616040853506,0,0.0,0.0,558058556,then0wnow,then0wnow,558058556,avengers starlord punched thanos,163381302,LateGame_,1700,Negative
85,85,2019-03-30 20:18:07,1112086623536201728,0,0.0,0.0,788211631981469696,BoldArchangel,BoldArchangel,788211631981469696,avengers movies recorded loved watching ’ m…,788211631981469696,BoldArchangel,1421,Neutral
86,86,2019-03-30 20:18:08,1112086627910856704,0,0.0,0.0,15227698,conorsmith,conorsmith,15227698,black white posters avengers n't succumb recession,407127489,3saH,275,Neutral
87,87,2019-03-30 20:18:12,1112086645153497088,0,0.0,0.0,393852070,Avengers,Avengers,393852070,'s look new international posters marvel studios ' avengersendgame,320175554,errienuriman,441,Negative
88,88,2019-03-30 20:18:12,1112086647204732928,0,0.0,0.0,1012149903198380032,LalaIisamanoban,LalaIisamanoban,1012149903198380032,oh god avengers left chat,3349630545,panadafak,294,Neutral
89,89,2019-03-30 20:18:26,1112086704981053441,0,0.0,0.0,2857793129,supremebates,supremebates,2857793129,pepper pots throw sass thanos,3869445619,ktluthor,5879,Negative
90,90,2019-03-30 20:18:30,1112086719833223168,0,0.0,0.0,2806437800,saltydkdan,saltydkdan,2806437800,new avengers endgame trailer dropped bit focused antman 's role film time,1021265276648722432,sagagawa,16,Negative
91,91,2019-03-30 20:18:38,1112086752876003330,0,0.0,0.0,894899924051136512,LightsCameraPod,LightsCameraPod,894899924051136512,would like j jonah jameson 'avengers endgame' jk simons reprised 'spiderman ' characte…,9232922,thegaf,1323,Positive
92,92,2019-03-30 20:18:46,1112086789769084942,0,0.0,0.0,393852070,Avengers,Avengers,393852070,'s look new international posters marvel studios ' avengersendgame,2912069454,AHWA22,1780,Negative
93,93,2019-03-30 20:18:48,1112086796249243650,0,0.0,0.0,0,0,0,0,ok calm,2160589173,reggiegotlag,3206,Negative
94,94,2019-03-30 20:18:49,1112086799130783744,0,0.0,0.0,295442711,offthereels,offthereels,295442711,avenger best series films batlepol moviepol poll polling vote podernfamily podnation podcas…,181575825,seanomac925,67,Negative
95,95,2019-03-30 20:18:52,1112086811801731072,0,0.0,0.0,1033044271685926913,CamrynSaunders4,CamrynSaunders4,1033044271685926913,may concern prepare watch avengers end game take hours minutes wa…,1079013941634830336,Xenia77192980,23,Negative
96,96,2019-03-30 20:18:53,1112086815773724672,0,0.0,0.0,0,0,0,0,journeytoavengersendgame continues new style approach review thor dark world enjoy su…,701575509491261440,JaySpringett94,842,Negative
97,97,2019-03-30 20:18:54,1112086819984822272,0,0.0,0.0,2160589173,reggiegotlag,reggiegotlag,2160589173,movie god damn fun like ’ get hate cinematography dope fights dope ultron dope idc…,2932873873,eaphen,6092,Negative
98,98,2019-03-30 20:18:54,1112086822346285058,0,0.0,0.0,15227698,conorsmith,conorsmith,15227698,black white posters avengers n't succumb recession,52777789,NathanCMcDonagh,902,Neutral
99,99,2019-03-30 20:18:54,1112086823616942080,0,0.0,0.0,399129934,LightfootInHwd,LightfootInHwd,399129934,box office prediction ‘ avengers endgame ’ projected bigger opening previous recordholder ‘ infinity war ’,935380480857227265,ArnabCh26043226,48,Negative
100,100,2019-03-30 20:18:57,1112086835210215429,0,0.0,0.0,0,0,0,0,superman grew evil wholeheaedly say want see movie avengers end game…,27617513,GodfatherOfSole,360,Negative
101,101,2019-03-30 20:18:58,1112086840226598912,0,0.0,0.0,2896294831,ComicBookNOW,ComicBookNOW,2896294831,thanos ' new look weapon ‘ avengers endgame ' revealed detail hot toys,1200803300,Lewis_T007,535,Negative
102,102,2019-03-30 20:18:59,1112086841895862272,0,0.0,0.0,3004702661,AKARELK,AKARELK,3004702661,avengers goofy top despite budget feels really cheap times fact fucking slaps despite th…,4846767114,TreWolfBud,130,Negative
103,103,2019-03-30 20:18:59,1112086844274081792,0,0.0,0.0,393852070,Avengers,Avengers,393852070,whatever takes watch brand new trailer marvel studios ’ avengersendgame theaters april,916410034841677826,PETCV20,96,Negative
104,104,2019-03-30 20:19:00,1112086847222620161,0,0.0,0.0,166804621,WhoDat_Joness,WhoDat_Joness,166804621,’ leaving theater watching avengers endgame,1275273997,Ronnie17_,1220,Neutral
105,105,2019-03-30 20:19:03,1112086860174635009,0,0.0,0.0,0,0,0,0,april gona good movie month well really two movies shazam next week avengers end month,1093580492,bambamfiasco25,1033,Negative
106,106,2019-03-30 20:19:06,1112086870371041280,0,0.0,0.0,393852070,Avengers,Avengers,393852070,'s look new international posters marvel studios ' avengersendgame,916410034841677826,PETCV20,96,Negative
107,107,2019-03-30 20:19:11,1112086892227362816,0,0.0,0.0,0,0,0,0,wish movies pa universe crossover like house dracula or…,40522121,LeeHowardArtist,2962,Positive
108,108,2019-03-30 20:19:11,1112086894966435842,0,0.0,0.0,393852070,Avengers,Avengers,393852070,“ fight lives ” marvel studios ’ avengersendgame theaters april,916410034841677826,PETCV20,96,Negative
109,109,2019-03-30 20:19:17,1112086916562862080,0,0.0,0.0,1059800344652328961,LetsTalkJessica,LetsTalkJessica,1059800344652328961,'re pa something bigger us bigger egos bigger mistakes someone targets one of…,874528466481360896,MattGeekHD2UFan,1761,Negative
110,110,2019-03-30 20:19:17,1112086920128090113,0,0.0,0.0,0,0,0,0,aha bu nedir ya shfskhk lord rings avengers endgame style,354875711,CihanEkrmCetin,356,Negative
111,111,2019-03-30 20:19:20,1112086930878091266,0,0.0,0.0,2896294831,ComicBookNOW,ComicBookNOW,2896294831,'avengers endgame ' director says test screening reactions incredible,171878771,AnnaTheSheElf,1983,Neutral
112,112,2019-03-30 20:19:20,1112086931771412480,0,0.0,0.0,393852070,Avengers,Avengers,393852070,month avengersendgame,916410034841677826,PETCV20,96,Neutral
113,113,2019-03-30 20:19:25,1112086950675140608,0,0.0,0.0,393852070,Avengers,Avengers,393852070,month avengersendgame,916410034841677826,PETCV20,96,Neutral
114,114,2019-03-30 20:19:25,1112086951262248961,0,0.0,0.0,23828209,ManaByte,ManaByte,23828209,completely fake origin redit comment guy made clear joking,1001271429273346049,SpiderFanzz,329,Neutral
115,115,2019-03-30 20:19:27,1112086958338125824,0,0.0,0.0,0,0,0,0,avengers endgame iron man 's mark lxxxv armor new weapon finally revealed hot toys action figure,2762615043,RyanDPom,28,Negative
116,116,2019-03-30 20:19:29,1112086968316411904,0,0.0,0.0,393852070,Avengers,Avengers,393852070,month avengersendgame,916410034841677826,PETCV20,96,Neutral
117,117,2019-03-30 20:19:30,1112086973387280384,0,0.0,0.0,393852070,Avengers,Avengers,393852070,month avengersendgame,718123497755709441,fangirlx_s,579,Neutral
118,118,2019-03-30 20:19:30,1112086974037258241,0,0.0,0.0,0,0,Disney,67418441,ay yo make avengers style team premarvel characters 'm talking darkwing duckim posibl…,77818767,WestersaurusNXT,767,Negative
119,119,2019-03-30 20:19:33,1112086983831154690,0,0.0,0.0,393852070,Avengers,Avengers,393852070,month avengersendgame,718123497755709441,fangirlx_s,579,Neutral
120,120,2019-03-30 20:19:34,1112086987782144002,0,0.0,0.0,393852070,Avengers,Avengers,393852070,month avengersendgame,916410034841677826,PETCV20,96,Neutral
121,121,2019-03-30 20:19:38,1112087006845259778,0,0.0,0.0,1053834793748639744,pop_o_cIock,pop_o_cIock,1053834793748639744,closer look avengers endgame thanos pop,260287543,Nooky1100,293,Neutral
122,122,2019-03-30 20:19:38,1112087007403171841,0,0.0,0.0,393852070,Avengers,Avengers,393852070,month avengersendgame,916410034841677826,PETCV20,96,Neutral
123,123,2019-03-30 20:19:42,1112087022750101504,MrBeastYT,0.0,2455740283.0,0,0,MrBeastYT,2455740283,video idea put ad says “ subscribe pewdiepie ” previews avengers endgame comes,787445495153106946,UGKValdez,69,Negative
124,124,2019-03-30 20:19:44,1112087029469327362,0,0.0,0.0,393852070,Avengers,Avengers,393852070,month avengersendgame,916410034841677826,PETCV20,96,Neutral
125,125,2019-03-30 20:19:45,1112087034280189953,0,0.0,0.0,2160589173,reggiegotlag,reggiegotlag,2160589173,movie god damn fun like ’ get hate cinematography dope fights dope ultron dope idc…,307415981,hannahfun1,1847,Negative
126,126,2019-03-30 20:19:45,1112087035584471040,0,0.0,0.0,354678676,MrBenibo,MrBenibo,354678676,talked every film 's appeared wanda maximof gone africa directly responsible for…,45889525,Harry_19yrslatr,15931,Negative
127,127,2019-03-30 20:19:46,1112087039959330816,0,0.0,0.0,393852070,Avengers,Avengers,393852070,month avengersendgame,718123497755709441,fangirlx_s,579,Neutral
128,128,2019-03-30 20:19:46,1112087040932233216,0,0.0,0.0,3290091088,donewitheworld,donewitheworld,3290091088,y'all remember guy avengers impression sound real omg,877383830,sonatano11,37,Negative
129,129,2019-03-30 20:19:46,1112087040953405441,0,0.0,0.0,166804621,WhoDat_Joness,WhoDat_Joness,166804621,’ leaving theater watching avengers endgame,34102541,MichaelHJordan,1827,Neutral
130,130,2019-03-30 20:19:46,1112087041699995649,0,0.0,0.0,0,0,0,0,best pa live action dumbo seeing nick fury end talking phase avengers initiative,742202914723221504,TheJeroogalo,114,Negative
131,131,2019-03-30 20:19:48,1112087049371336704,0,0.0,0.0,393852070,Avengers,Avengers,393852070,month avengersendgame,916410034841677826,PETCV20,96,Neutral
132,132,2019-03-30 20:19:48,1112087049413234689,0,0.0,0.0,393852070,Avengers,Avengers,393852070,month avengersendgame,718123497755709441,fangirlx_s,579,Neutral
133,133,2019-03-30 20:19:48,1112087049463611395,0,0.0,0.0,2896294831,ComicBookNOW,ComicBookNOW,2896294831,'avengers endgame ' toys arrive tonight,1200803300,Lewis_T007,535,Neutral
134,134,2019-03-30 20:19:51,1112087059810918405,0,0.0,0.0,393852070,Avengers,Avengers,393852070,month avengersendgame,718123497755709441,fangirlx_s,579,Neutral
135,135,2019-03-30 20:19:53,1112087067402502144,0,0.0,0.0,353011982,cevansdoritos,cevansdoritos,353011982,ngl steve ’ face came shadows sync avengers theme think peed lil,1049337206085566464,winterbucky18,19,Negative
136,136,2019-03-30 20:19:54,1112087072549072900,0,0.0,0.0,393852070,Avengers,Avengers,393852070,month avengersendgame,718123497755709441,fangirlx_s,579,Neutral
137,137,2019-03-30 20:19:54,1112087073048154112,0,0.0,0.0,393852070,Avengers,Avengers,393852070,month avengersendgame,916410034841677826,PETCV20,96,Neutral
138,138,2019-03-30 20:19:55,1112087079385739265,0,0.0,0.0,393852070,Avengers,Avengers,393852070,month avengersendgame,718123497755709441,fangirlx_s,579,Neutral
139,139,2019-03-30 20:19:56,1112087081214345216,0,0.0,0.0,354678676,MrBenibo,MrBenibo,354678676,avengers infinity war got wakandans killed n't wana hard reset amazon echo boyfriend…,45889525,Harry_19yrslatr,15931,Negative
140,140,2019-03-30 20:19:58,1112087088512593920,0,0.0,0.0,393852070,Avengers,Avengers,393852070,month avengersendgame,718123497755709441,fangirlx_s,579,Neutral
141,141,2019-03-30 20:19:59,1112087092342022144,0,0.0,0.0,393852070,Avengers,Avengers,393852070,month avengersendgame,916410034841677826,PETCV20,96,Neutral
